"","Gene_ID","Gene_Name","AmplificationRatio"
"24634","RNF122..79845.","RNF122",0.00810810810810811
"24635","DUSP26..78986.","DUSP26",0.00810810810810811
"24636","LINC01288..103689844.","LINC01288",0.00540540540540541
"24637","UNC5D..137970.","UNC5D",0.0135135135135135
"24638","LOC101929550..101929550.","LOC101929550",0.0108108108108108
"24639","KCNU1..157855.","KCNU1",0.0189189189189189
"24640","LINC01605..100507420.","LINC01605",0.0351351351351351
"24641","ZNF703..80139.","ZNF703",0.0351351351351351
"24642","LOC101929622..101929622.","LOC101929622",0.0351351351351351
"24643","LOC102723701..102723701.","LOC102723701",0.0351351351351351
"24644","ERLIN2..11160.","ERLIN2",0.0378378378378378
"24645","LOC728024..728024.","LOC728024",0.0378378378378378
"24646","PLPBP..11212.","PLPBP",0.0378378378378378
"24647","ADGRA2..25960.","ADGRA2",0.0378378378378378
"24648","BRF2..55290.","BRF2",0.0378378378378378
"24649","RAB11FIP1..80223.","RAB11FIP1",0.0351351351351351
"24650","GOT1L1..137362.","GOT1L1",0.0351351351351351
"24651","ADRB3..155.","ADRB3",0.0378378378378378
"24652","EIF4EBP1..1978.","EIF4EBP1",0.0351351351351351
"24653","ASH2L..9070.","ASH2L",0.0351351351351351
"24654","STAR..6770.","STAR",0.0351351351351351
"24655","LSM1..27257.","LSM1",0.0351351351351351
"24656","BAG4..9530.","BAG4",0.0351351351351351
"24657","DDHD2..23259.","DDHD2",0.0378378378378378
"24658","PLPP5..84513.","PLPP5",0.0378378378378378
"24659","NSD3..54904.","NSD3",0.0378378378378378
"24660","LETM2..137994.","LETM2",0.0378378378378378
"24661","FGFR1..2260.","FGFR1",0.0378378378378378
"24662","C8orf86..389649.","C8orf86",0.0378378378378378
"24663","RNF5P1..286140.","RNF5P1",0.0351351351351351
"24664","TACC1..6867.","TACC1",0.027027027027027
"24665","PLEKHA2..59339.","PLEKHA2",0.0243243243243243
"24666","HTRA4..203100.","HTRA4",0.0243243243243243
"24667","TM2D2..83877.","TM2D2",0.0243243243243243
"24668","ADAM9..8754.","ADAM9",0.0243243243243243
"24669","SNORD38D..109616979.","SNORD38D",0.0243243243243243
"24670","ADAM32..203102.","ADAM32",0.0378378378378378
"24671","ADAM5..255926.","ADAM5",0.0459459459459459
"24672","ADAM3A..1587.","ADAM3A",0.0351351351351351
"24673","LOC100130964..100130964.","LOC100130964",0.0351351351351351
"24674","ADAM18..8749.","ADAM18",0.0297297297297297
"24675","ADAM2..2515.","ADAM2",0.027027027027027
"24676","IDO1..3620.","IDO1",0.0243243243243243
"24677","IDO2..169355.","IDO2",0.0243243243243243
"24678","TCIM..56892.","TCIM",0.0162162162162162
"24679","ZMAT4..79698.","ZMAT4",0.0162162162162162
"24680","SFRP1..6422.","SFRP1",0.0162162162162162
"24681","MIR548AO..100847068.","MIR548AO",0.0162162162162162
"24682","SNORD65B..109616980.","SNORD65B",0.0162162162162162
"24683","GOLGA7..51125.","GOLGA7",0.0162162162162162
"24684","GINS4..84296.","GINS4",0.0162162162162162
"24685","LOC102723729..102723729.","LOC102723729",0.0162162162162162
"24686","GPAT4..137964.","GPAT4",0.0162162162162162
"24687","NKX6.3..157848.","NKX6",0.0189189189189189
"24688","ANK1..286.","ANK1",0.0216216216216216
"24689","MIR486.1..619554.","MIR486",0.0189189189189189
"24690","MIR486.2..102465696.","MIR486",0.0189189189189189
"24691","KAT6A..7994.","KAT6A",0.0243243243243243
"24692","LOC105379393..105379393.","LOC105379393",0.0243243243243243
"24693","AP3M2..10947.","AP3M2",0.0189189189189189
"24694","PLAT..5327.","PLAT",0.0189189189189189
"24695","LOC101929897..101929897.","LOC101929897",0.0135135135135135
"24696","IKBKB..3551.","IKBKB",0.0135135135135135
"24697","POLB..5423.","POLB",0.0135135135135135
"24698","DKK4..27121.","DKK4",0.0135135135135135
"24699","VDAC3..7419.","VDAC3",0.0135135135135135
"24700","SLC20A2..6575.","SLC20A2",0.0108108108108108
"24701","SMIM19..114926.","SMIM19",0.0108108108108108
"24702","CHRNB3..1142.","CHRNB3",0.0108108108108108
"24703","CHRNA6..8973.","CHRNA6",0.0108108108108108
"24704","THAP1..55145.","THAP1",0.0108108108108108
"24705","RNF170..81790.","RNF170",0.0108108108108108
"24706","MIR4469..100616115.","MIR4469",0.0108108108108108
"24707","HOOK3..84376.","HOOK3",0.0108108108108108
"24708","FNTA..2339.","FNTA",0.0135135135135135
"24709","POMK..84197.","POMK",0.0162162162162162
"24710","HGSNAT..138050.","HGSNAT",0.027027027027027
"24711","POTEA..340441.","POTEA",0.0189189189189189
"24712","ASNSP1..389652.","ASNSP1",0.00540540540540541
"24713","LINC00293..497634.","LINC00293",0.00540540540540541
"24714","LOC100287846..100287846.","LOC100287846",0.00540540540540541
"24715","SPIDR..23514.","SPIDR",0.00540540540540541
"24716","CEBPD..1052.","CEBPD",0.00810810810810811
"24717","PRKDC..5591.","PRKDC",0.0135135135135135
"24718","MCM4..4173.","MCM4",0
"24719","UBE2V2..7336.","UBE2V2",0
"24720","LOC101929268..101929268.","LOC101929268",0
"24721","LOC101929217..101929217.","LOC101929217",0
"24722","EFCAB1..79645.","EFCAB1",0.0027027027027027
"24723","SNAI2..6591.","SNAI2",0.0027027027027027
"24724","PPDPFL..492307.","PPDPFL",0.0027027027027027
"24725","LOC100507464..100507464.","LOC100507464",0.0027027027027027
"24726","SNTG1..54212.","SNTG1",0.0027027027027027
"24727","PXDNL..137902.","PXDNL",0
"24728","PCMTD1..115294.","PCMTD1",0.0027027027027027
"24729","ST18..9705.","ST18",0
"24730","LOC101929341..101929341.","LOC101929341",0
"24731","ALKAL1..389658.","ALKAL1",0
"24732","RB1CC1..9821.","RB1CC1",0
"24733","NPBWR1..2831.","NPBWR1",0
"24734","OPRK1..4986.","OPRK1",0
"24735","LOC100507516..100507516.","LOC100507516",0.0027027027027027
"24736","ATP6V1H..51606.","ATP6V1H",0.0027027027027027
"24737","RGS20..8601.","RGS20",0.0027027027027027
"24738","TCEA1..6917.","TCEA1",0.0027027027027027
"24739","LYPLA1..10434.","LYPLA1",0.0027027027027027
"24740","MRPL15..29088.","MRPL15",0.00540540540540541
"24741","RNU105C..26766.","RNU105C",0.0027027027027027
"24742","SOX17..64321.","SOX17",0.0027027027027027
"24743","RP1..6101.","RP1",0.0027027027027027
"24744","XKR4..114786.","XKR4",0
"24745","SBF1P1..100133234.","SBF1P1",0
"24746","LOC105375843..105375843.","LOC105375843",0
"24747","TMEM68..137695.","TMEM68",0
"24748","TGS1..96764.","TGS1",0
"24749","LYN..4067.","LYN",0
"24750","SNORA1B..109617001.","SNORA1B",0
"24751","RPS20..6224.","RPS20",0
"24752","SNORD54..26795.","SNORD54",0
"24753","CERNA3..105375847.","CERNA3",0
"24754","MOS..4342.","MOS",0
"24755","PLAG1..5324.","PLAG1",0
"24756","CHCHD7..79145.","CHCHD7",0
"24757","SDR16C5..195814.","SDR16C5",0
"24758","SDR16C6P..442388.","SDR16C6P",0
"24759","PENK..5179.","PENK",0
"24760","LOC101929415..101929415.","LOC101929415",0
"24761","LINC00968..100507632.","LINC00968",0
"24762","IMPAD1..54928.","IMPAD1",0
"24763","LINC01606..100507651.","LINC01606",0
"24764","LOC286177..286177.","LOC286177",0
"24765","LINC00588..26138.","LINC00588",0
"24766","LOC101929488..101929488.","LOC101929488",0
"24767","LOC286178..286178.","LOC286178",0
"24768","LINC01602..100505477.","LINC01602",0
"24769","FAM110B..90362.","FAM110B",0
"24770","LOC101929528..101929528.","LOC101929528",0
"24771","UBXN2B..137886.","UBXN2B",0
"24772","CYP7A1..1581.","CYP7A1",0
"24773","SDCBP..6386.","SDCBP",0
"24774","NSMAF..8439.","NSMAF",0
"24775","TOX..9760.","TOX",0
"24776","LOC100505501..100505501.","LOC100505501",0
"24777","CA8..767.","CA8",0
"24778","LINC01301..100505532.","LINC01301",0.0027027027027027
"24779","RAB2A..5862.","RAB2A",0.0108108108108108
"24780","CHD7..55636.","CHD7",0.0351351351351351
"24781","LOC100130298..100130298.","LOC100130298",0.0351351351351351
"24782","CLVS1..157807.","CLVS1",0.0027027027027027
"24783","ASPH..444.","ASPH",0.0027027027027027
"24784","MIR4470..100616484.","MIR4470",0.0027027027027027
"24785","LINC02155..111082988.","LINC02155",0.0027027027027027
"24786","NKAIN3..286183.","NKAIN3",0.00810810810810811
"24787","UG0898H09..643763.","UG0898H09",0
"24788","GGH..8836.","GGH",0
"24789","TTPA..7274.","TTPA",0
"24790","YTHDF3.AS1..101410533.","YTHDF3",0.00540540540540541
"24791","YTHDF3..253943.","YTHDF3",0.00540540540540541
"24792","LOC102724612..102724612.","LOC102724612",0.00540540540540541
"24793","LINC01289..286184.","LINC01289",0.00540540540540541
"24794","LOC102724623..102724623.","LOC102724623",0
"24795","MIR124.2HG..100130155.","MIR124",0
"24796","MIR124.2..406908.","MIR124",0
"24797","LOC401463..401463.","LOC401463",0
"24798","BHLHE22..27319.","BHLHE22",0
"24799","CYP7B1..9420.","CYP7B1",0
"24800","LINC00251..552859.","LINC00251",0
"24801","LINC01299..286186.","LINC01299",0
"24802","ARMC1..55156.","ARMC1",0
"24803","MTFR1..9650.","MTFR1",0
"24804","PDE7A..5150.","PDE7A",0.0027027027027027
"24805","DNAJC5B..85479.","DNAJC5B",0.0027027027027027
"24806","TRIM55..84675.","TRIM55",0.0027027027027027
"24807","CRH..1392.","CRH",0.0027027027027027
"24808","LINC00967..100505659.","LINC00967",0.0027027027027027
"24809","RRS1.AS1..100505676.","RRS1",0
"24810","RRS1..23212.","RRS1",0
"24811","ADHFE1..137872.","ADHFE1",0
"24812","C8orf46..254778.","C8orf46",0
"24813","MYBL1..4603.","MYBL1",0.0783783783783784
"24814","VCPIP1..80124.","VCPIP1",0.0027027027027027
"24815","C8orf44..56260.","C8orf44",0.0027027027027027
"24816","C8orf44.SGK3..100533105.","C8orf44",0.0027027027027027
"24817","SGK3..23678.","SGK3",0.0027027027027027
"24818","PTTG3P..26255.","PTTG3P",0.0027027027027027
"24819","MCMDC2..157777.","MCMDC2",0.0027027027027027
"24820","SNHG6..641638.","SNHG6",0.0027027027027027
"24821","SNORD87..641648.","SNORD87",0.0027027027027027
"24822","TCF24..100129654.","TCF24",0.0027027027027027
"24823","PPP1R42..286187.","PPP1R42",0.0027027027027027
"24824","COPS5..10987.","COPS5",0.0027027027027027
"24825","CSPP1..79848.","CSPP1",0.0027027027027027
"24826","ARFGEF1..10565.","ARFGEF1",0.0027027027027027
"24827","LOC102724708..102724708.","LOC102724708",0.0027027027027027
"24828","CPA6..57094.","CPA6",0
"24829","PREX2..80243.","PREX2",0
"24830","C8orf34.AS1..286189.","C8orf34",0
"24831","C8orf34..116328.","C8orf34",0
"24832","LINC01592..100505718.","LINC01592",0
"24833","LINC01603..100505739.","LINC01603",0
"24834","SULF1..23213.","SULF1",0.0027027027027027
"24835","SLCO5A1..81796.","SLCO5A1",0.00540540540540541
"24836","PRDM14..63978.","PRDM14",0.0027027027027027
"24837","NCOA2..10499.","NCOA2",0.0108108108108108
"24838","LOC101926892..101926892.","LOC101926892",0.00540540540540541
"24839","TRAM1..23471.","TRAM1",0.00540540540540541
"24840","LACTB2.AS1..286190.","LACTB2",0.00540540540540541
"24841","LACTB2..51110.","LACTB2",0.00540540540540541
"24842","XKR9..389668.","XKR9",0.0027027027027027
"24843","EYA1..2138.","EYA1",0
"24844","MSC..9242.","MSC",0.0027027027027027
"24845","MSC.AS1..100132891.","MSC",0.0027027027027027
"24846","TRPA1..8989.","TRPA1",0.00540540540540541
"24847","LOC392232..392232.","LOC392232",0.0108108108108108
"24848","KCNB2..9312.","KCNB2",0.0108108108108108
"24849","LOC101926908..101926908.","LOC101926908",0.0108108108108108
"24850","TERF1..7013.","TERF1",0.00810810810810811
"24851","SBSPON..157869.","SBSPON",0.0108108108108108
"24852","C8orf89..100130301.","C8orf89",0.0351351351351351
"24853","RPL7..6129.","RPL7",0.0324324324324324
"24854","RDH10..157506.","RDH10",0.00540540540540541
"24855","RDH10.AS1..101926926.","RDH10",0.00540540540540541
"24856","STAU2.AS1..100128126.","STAU2",0.00540540540540541
"24857","STAU2..27067.","STAU2",0.00540540540540541
"24858","UBE2W..55284.","UBE2W",0.00540540540540541
"24859","LINC01617..101926947.","LINC01617",0.00540540540540541
"24860","ELOC..6921.","ELOC",0.00540540540540541
"24861","TMEM70..54968.","TMEM70",0.00540540540540541
"24862","LY96..23643.","LY96",0.00540540540540541
"24863","JPH1..56704.","JPH1",0.00810810810810811
"24864","GDAP1..54332.","GDAP1",0.00810810810810811
"24865","MIR5681A..100847058.","MIR5681A",0.00810810810810811
"24866","MIR5681B..100847091.","MIR5681B",0.00810810810810811
"24867","MIR2052HG..441355.","MIR2052HG",0.00810810810810811
"24868","MIR2052..100302260.","MIR2052",0.00810810810810811
"24869","PI15..51050.","PI15",0.00810810810810811
"24870","CRISPLD1..83690.","CRISPLD1",0.00810810810810811
"24871","CASC9..101805492.","CASC9",0.00810810810810811
"24872","HNF4G..3174.","HNF4G",0.00810810810810811
"24873","LINC01111..101926978.","LINC01111",0.0108108108108108
"24874","ZFHX4.AS1..100192378.","ZFHX4",0.0108108108108108
"24875","ZFHX4..79776.","ZFHX4",0.0108108108108108
"24876","MIR3149..100422921.","MIR3149",0.00810810810810811
"24877","PEX2..5828.","PEX2",0.00810810810810811
"24878","LOC102724874..102724874.","LOC102724874",0.0108108108108108
"24879","PKIA..5569.","PKIA",0.0108108108108108
"24880","PKIA.AS1..101927003.","PKIA",0.0108108108108108
"24881","ZC2HC1A..51101.","ZC2HC1A",0.0108108108108108
"24882","LOC101241902..101241902.","LOC101241902",0.0108108108108108
"24883","IL7..3574.","IL7",0.0108108108108108
"24884","STMN2..11075.","STMN2",0.00810810810810811
"24885","HEY1..23462.","HEY1",0.00810810810810811
"24886","LINC01607..101927067.","LINC01607",0.00810810810810811
"24887","LOC101927040..101927040.","LOC101927040",0.0108108108108108
"24888","MRPS28..28957.","MRPS28",0.0108108108108108
"24889","TPD52..7163.","TPD52",0.0135135135135135
"24890","MIR5708..100847056.","MIR5708",0.0216216216216216
"24891","ZBTB10..65986.","ZBTB10",0.072972972972973
"24892","ZNF704..619279.","ZNF704",0.0162162162162162
"24893","PAG1..55824.","PAG1",0.0135135135135135
"24894","FABP5..2171.","FABP5",0.0135135135135135
"24895","PMP2..5375.","PMP2",0.0135135135135135
"24896","FABP9..646480.","FABP9",0.0135135135135135
"24897","FABP4..2167.","FABP4",0.0135135135135135
"24898","FABP12..646486.","FABP12",0.0135135135135135
"24899","IMPA1P1..650747.","IMPA1P1",0.0108108108108108
"24900","IMPA1..3612.","IMPA1",0.0108108108108108
"24901","SLC10A5..347051.","SLC10A5",0.0108108108108108
"24902","ZFAND1..79752.","ZFAND1",0.0108108108108108
"24903","CHMP4C..92421.","CHMP4C",0.0108108108108108
"24904","SNX16..64089.","SNX16",0.0108108108108108
"24905","LOC101927141..101927141.","LOC101927141",0.0135135135135135
"24906","LINC01419..103352670.","LINC01419",0.0135135135135135
"24907","RALYL..138046.","RALYL",0.0108108108108108
"24908","LRRCC1..85444.","LRRCC1",0.00540540540540541
"24909","LOC102723322..102723322.","LOC102723322",0.00540540540540541
"24910","E2F5..1875.","E2F5",0.00540540540540541
"24911","C8orf59..401466.","C8orf59",0.00540540540540541
"24912","CA13..377677.","CA13",0.00540540540540541
"24913","CA1..759.","CA1",0.00540540540540541
"24914","CA3..761.","CA3",0.00810810810810811
"24915","CA3.AS1..100996348.","CA3",0.00810810810810811
"24916","CA2..760.","CA2",0.00810810810810811
"24917","PSKH2..85481.","PSKH2",0.00810810810810811
"24918","ATP6V0D2..245972.","ATP6V0D2",0.0108108108108108
"24919","SLC7A13..157724.","SLC7A13",0.0135135135135135
"24920","WWP1..11059.","WWP1",0.0108108108108108
"24921","RMDN1..51115.","RMDN1",0.0108108108108108
"24922","CPNE3..8895.","CPNE3",0.0108108108108108
"24923","CNGB3..54714.","CNGB3",0.0108108108108108
"24924","CNBD1..168975.","CNBD1",0.0108108108108108
"24925","DCAF4L2..138009.","DCAF4L2",0.0108108108108108
"24926","MMP16..4325.","MMP16",0.0108108108108108
"24927","LOC101929709..101929709.","LOC101929709",0.0135135135135135
"24928","RIPK2..8767.","RIPK2",0.0135135135135135
"24929","OSGIN2..734.","OSGIN2",0.0135135135135135
"24930","NBN..4683.","NBN",0.0135135135135135
"24931","DECR1..1666.","DECR1",0.0135135135135135
"24932","CALB1..793.","CALB1",0.0135135135135135
"24933","LINC00534..100874052.","LINC00534",0.0108108108108108
"24934","LINC01030..101937451.","LINC01030",0.0135135135135135
"24935","TMEM64..169200.","TMEM64",0.0135135135135135
"24936","NECAB1..64168.","NECAB1",0.0135135135135135
"24937","C8orf88..100127983.","C8orf88",0.0135135135135135
"24938","PIP4P2..55529.","PIP4P2",0.0135135135135135
"24939","OTUD6B.AS1..100506365.","OTUD6B",0.0135135135135135
"24940","OTUD6B..51633.","OTUD6B",0.0135135135135135
"24941","LRRC69..100130742.","LRRC69",0.0135135135135135
"24942","MIR4661..100616245.","MIR4661",0.0135135135135135
"24943","SLC26A7..115111.","SLC26A7",0.0135135135135135
"24944","RUNX1T1..862.","RUNX1T1",0.0162162162162162
"24945","LOC102724710..102724710.","LOC102724710",0.0567567567567568
"24946","FLJ46284..441369.","FLJ46284",0.0567567567567568
"24947","TRIQK..286144.","TRIQK",0.0594594594594595
"24948","MIR8084..102467005.","MIR8084",0.0567567567567568
"24949","C8orf87..389676.","C8orf87",0.0567567567567568
"24950","LINC00535..642924.","LINC00535",0.0567567567567568
"24951","FAM92A..137392.","FAM92A",0.0486486486486487
"24952","RBM12B..389677.","RBM12B",0.00540540540540541
"24953","RBM12B.AS1..55472.","RBM12B",0.00540540540540541
"24954","TMEM67..91147.","TMEM67",0.00540540540540541
"24955","MIR378D2..100616169.","MIR378D2",0.00540540540540541
"24956","PDP1..54704.","PDP1",0.00540540540540541
"24957","CDH17..1015.","CDH17",0.00540540540540541
"24958","GEM..2669.","GEM",0.00540540540540541
"24959","RAD54B..25788.","RAD54B",0.00540540540540541
"24960","FSBP..100861412.","FSBP",0.00540540540540541
"24961","VIRMA..25962.","VIRMA",0.00540540540540541
"24962","LOC100288748..100288748.","LOC100288748",0.027027027027027
"24963","ESRP1..54845.","ESRP1",0.027027027027027
"24964","DPY19L4..286148.","DPY19L4",0.00810810810810811
"24965","INTS8..55656.","INTS8",0.00810810810810811
"24966","CCNE2..9134.","CCNE2",0.00810810810810811
"24967","NDUFAF6..137682.","NDUFAF6",0.0108108108108108
"24968","TP53INP1..94241.","TP53INP1",0.0108108108108108
"24969","MIR3150BHG..105375650.","MIR3150BHG",0.0108108108108108
"24970","MIR3150B..100500907.","MIR3150B",0.0108108108108108
"24971","MIR3150A..100422964.","MIR3150A",0.0108108108108108
"24972","PLEKHF2..79666.","PLEKHF2",0.0108108108108108
"24973","LINC01298..619344.","LINC01298",0.0108108108108108
"24974","C8orf37..157657.","C8orf37",0.0108108108108108
"24975","C8orf37.AS1..100616530.","C8orf37",0.00810810810810811
"24976","LOC100500773..100500773.","LOC100500773",0.00810810810810811
"24977","GDF6..392255.","GDF6",0.00810810810810811
"24978","UQCRB..7381.","UQCRB",0.00810810810810811
"24979","MTERF3..51001.","MTERF3",0.00810810810810811
"24980","PTDSS1..9791.","PTDSS1",0.00810810810810811
"24981","LOC102724804..102724804.","LOC102724804",0.00810810810810811
"24982","SDC2..6383.","SDC2",0.00810810810810811
"24983","CPQ..10404.","CPQ",0.00810810810810811
"24984","LOC101927066..101927066.","LOC101927066",0.00810810810810811
"24985","TSPYL5..85453.","TSPYL5",0.0108108108108108
"24986","SNORD3H..109617016.","SNORD3H",0.0108108108108108
"24987","MTDH..92140.","MTDH",0.0108108108108108
"24988","LAPTM4B..55353.","LAPTM4B",0.0135135135135135
"24989","MATN2..4147.","MATN2",0.0162162162162162
"24990","RPL30..6156.","RPL30",0.00540540540540541
"24991","SNORA72..26775.","SNORA72",0.00540540540540541
"24992","ERICH5..203111.","ERICH5",0.00540540540540541
"24993","RIDA..10247.","RIDA",0.00540540540540541
"24994","POP1..10940.","POP1",0.00540540540540541
"24995","NIPAL2..79815.","NIPAL2",0.00540540540540541
"24996","KCNS2..3788.","KCNS2",0.00810810810810811
"24997","STK3..6788.","STK3",0.0351351351351351
"24998","OSR2..116039.","OSR2",0.0378378378378378
"24999","VPS13B..157680.","VPS13B",0.00540540540540541
"25000","MIR599..693184.","MIR599",0.00540540540540541
"25001","MIR875..100126309.","MIR875",0.00540540540540541
"25002","COX6C..1345.","COX6C",0.00540540540540541
"25003","RGS22..26166.","RGS22",0.00540540540540541
"25004","SNORD77B..109616982.","SNORD77B",0.00540540540540541
"25005","FBXO43..286151.","FBXO43",0.00540540540540541
"25006","POLR2K..5440.","POLR2K",0.00540540540540541
"25007","SPAG1..6674.","SPAG1",0.00540540540540541
"25008","RNF19A..25897.","RNF19A",0.00540540540540541
"25009","MIR4471..100616451.","MIR4471",0.00540540540540541
"25010","ANKRD46..157567.","ANKRD46",0.00540540540540541
"25011","SNX31..169166.","SNX31",0.00540540540540541
"25012","PABPC1..26986.","PABPC1",0.00540540540540541
"25013","MIR7705..102466854.","MIR7705",0.00540540540540541
"25014","YWHAZ..7534.","YWHAZ",0.00540540540540541
"25015","FLJ42969..441374.","FLJ42969",0.00540540540540541
"25016","ZNF706..51123.","ZNF706",0.00540540540540541
"25017","NACAP1..83955.","NACAP1",0.00810810810810811
"25018","GRHL2..79977.","GRHL2",0.00810810810810811
"25019","NCALD..83988.","NCALD",0.0108108108108108
"25020","LOC104054148..104054148.","LOC104054148",0.0108108108108108
"25021","MIR5680..100847001.","MIR5680",0.0108108108108108
"25022","RRM2B..50484.","RRM2B",0.0108108108108108
"25023","UBR5.AS1..101927221.","UBR5",0.0108108108108108
"25024","UBR5..51366.","UBR5",0.0108108108108108
"25025","ODF1..4956.","ODF1",0.0108108108108108
"25026","KLF10..7071.","KLF10",0.0108108108108108
"25027","GASAL1..401472.","GASAL1",0.0108108108108108
"25028","AZIN1..51582.","AZIN1",0.0108108108108108
"25029","AZIN1.AS1..100506753.","AZIN1",0.0108108108108108
"25030","ATP6V1C1..528.","ATP6V1C1",0.0108108108108108
"25031","LINC01181..379034.","LINC01181",0.0108108108108108
"25032","BAALC.AS2..157556.","BAALC",0.0108108108108108
"25033","BAALC..79870.","BAALC",0.00810810810810811
"25034","MIR3151..100422992.","MIR3151",0.00810810810810811
"25035","BAALC.AS1..100499183.","BAALC",0.00810810810810811
"25036","LOC105369147..105369147.","LOC105369147",0.00810810810810811
"25037","FZD6..8323.","FZD6",0.00810810810810811
"25038","SNORD173..109623480.","SNORD173",0.00810810810810811
"25039","CTHRC1..115908.","CTHRC1",0.00810810810810811
"25040","SLC25A32..81034.","SLC25A32",0.00810810810810811
"25041","DCAF13..25879.","DCAF13",0.00810810810810811
"25042","LOC105375690..105375690.","LOC105375690",0.0108108108108108
"25043","RIMS2..9699.","RIMS2",0.0108108108108108
"25044","DCSTAMP..81501.","DCSTAMP",0.0108108108108108
"25045","DPYS..1807.","DPYS",0.0108108108108108
"25046","MIR548A3..693127.","MIR548A3",0.0108108108108108
"25047","LRP12..29967.","LRP12",0.0108108108108108
"25048","ZFPM2..23414.","ZFPM2",0.116216216216216
"25049","ZFPM2.AS1..102723356.","ZFPM2",0.143243243243243
"25050","OXR1..55074.","OXR1",0.118918918918919
"25051","ABRA..137735.","ABRA",0.0135135135135135
"25052","ANGPT1..284.","ANGPT1",0.0189189189189189
"25053","RSPO2..340419.","RSPO2",0.0189189189189189
"25054","EIF3E..3646.","EIF3E",0.0189189189189189
"25055","EMC2..9694.","EMC2",0.0162162162162162
"25056","TMEM74..157753.","TMEM74",0.0162162162162162
"25057","TRHR..7201.","TRHR",0.0162162162162162
"25058","NUDCD1..84955.","NUDCD1",0.0135135135135135
"25059","ENY2..56943.","ENY2",0.0216216216216216
"25060","PKHD1L1..93035.","PKHD1L1",0.0783783783783784
"25061","EBAG9..9166.","EBAG9",0.0216216216216216
"25062","SYBU..55638.","SYBU",0.0189189189189189
"25063","LOC100132813..100132813.","LOC100132813",0.0216216216216216
"25064","KCNV1..27012.","KCNV1",0.0216216216216216
"25065","LINC01608..101927459.","LINC01608",0.0216216216216216
"25066","LINC01609..101927487.","LINC01609",0.0189189189189189
"25067","LINC02237..105375706.","LINC02237",0.0162162162162162
"25068","CSMD3..114788.","CSMD3",0.0216216216216216
"25069","MIR2053..100302225.","MIR2053",0.0189189189189189
"25070","TRPS1..7227.","TRPS1",0.0297297297297297
"25071","LINC00536..100859921.","LINC00536",0.0297297297297297
"25072","EIF3H..8667.","EIF3H",0.0324324324324324
"25073","LOC105375713..105375713.","LOC105375713",0.0297297297297297
"25074","UTP23..84294.","UTP23",0.0324324324324324
"25075","RAD21..5885.","RAD21",0.0324324324324324
"25076","RAD21.AS1..644660.","RAD21",0.0324324324324324
"25077","MIR3610..100500914.","MIR3610",0.0324324324324324
"25078","AARD..441376.","AARD",0.0351351351351351
"25079","SLC30A8..169026.","SLC30A8",0.0378378378378378
"25080","MED30..90390.","MED30",0.0405405405405405
"25081","EXT1..2131.","EXT1",0.0405405405405405
"25082","SNORD168..109623457.","SNORD168",0.0405405405405405
"25083","SAMD12..401474.","SAMD12",0.0405405405405405
"25084","SAMD12.AS1..552860.","SAMD12",0.0405405405405405
"25085","TNFRSF11B..4982.","TNFRSF11B",0.0432432432432432
"25086","COLEC10..10584.","COLEC10",0.0432432432432432
"25087","LOC101927513..101927513.","LOC101927513",0.0432432432432432
"25088","MAL2..114569.","MAL2",0.0459459459459459
"25089","MAL2.AS1..105375726.","MAL2",0.0459459459459459
"25090","MIR548AZ..102466162.","MIR548AZ",0.0459459459459459
"25091","NOV..4856.","NOV",0.0459459459459459
"25092","ENPP2..5168.","ENPP2",0.0351351351351351
"25093","TAF2..6873.","TAF2",0.0324324324324324
"25094","DSCC1..79075.","DSCC1",0.0324324324324324
"25095","DEPTOR..64798.","DEPTOR",0.0378378378378378
"25096","COL14A1..7373.","COL14A1",0.0378378378378378
"25097","MRPL13..28998.","MRPL13",0.0351351351351351
"25098","MTBP..27085.","MTBP",0.0351351351351351
"25099","SNTB1..6641.","SNTB1",0.0378378378378378
"25100","LOC101927543..101927543.","LOC101927543",0.0378378378378378
"25101","HAS2..3037.","HAS2",0.0324324324324324
"25102","HAS2.AS1..594842.","HAS2",0.0324324324324324
"25103","SMILR..105375734.","SMILR",0.0351351351351351
"25104","LINC01151..104266958.","LINC01151",0.0351351351351351
"25105","ZHX2..22882.","ZHX2",0.0351351351351351
"25106","DERL1..79139.","DERL1",0.0324324324324324
"25107","TBC1D31..93594.","TBC1D31",0.0351351351351351
"25108","FAM83A..84985.","FAM83A",0.0324324324324324
"25109","FAM83A.AS1..100131726.","FAM83A",0.0324324324324324
"25110","MIR4663..100616260.","MIR4663",0.0324324324324324
"25111","C8orf76..84933.","C8orf76",0.0324324324324324
"25112","ZHX1.C8orf76..100533106.","ZHX1",0.0324324324324324
"25113","ZHX1..11244.","ZHX1",0.0324324324324324
"25114","ATAD2..29028.","ATAD2",0.0324324324324324
"25115","MIR548AA1..100500863.","MIR548AA1",0.0324324324324324
"25116","MIR548D1..693130.","MIR548D1",0.0324324324324324
"25117","WDYHV1..55093.","WDYHV1",0.0351351351351351
"25118","FBXO32..114907.","FBXO32",0.0351351351351351
"25119","KLHL38..340359.","KLHL38",0.0324324324324324
"25120","ANXA13..312.","ANXA13",0.0324324324324324
"25121","FAM91A1..157769.","FAM91A1",0.0351351351351351
"25122","FER1L6..654463.","FER1L6",0.0351351351351351
"25123","FER1L6.AS1..439941.","FER1L6",0.0351351351351351
