"","X1","Protein_Id","Gene_Symbol","Uniprot_Acc"
"6396",6396,"sp.Q9GZP9.DERL2_HUMAN","DERL2","Q9GZP9"
"6397",6397,"sp.Q8N118.CP4X1_HUMAN","CYP4X1","Q8N118"
"6398",6398,"sp.O14657.TOR1B_HUMAN","TOR1B","O14657"
"6399",6399,"sp.Q53H47.SETMR_HUMAN","SETMAR","Q53H47"
"6400",6400,"sp.P60520.GBRL2_HUMAN","GABARAPL2","P60520"
"6401",6401,"sp.Q9H0R8.2.GBRL1_HUMAN","GABARAPL1","Q9H0R8-2"
"6402",6402,"sp.Q15013.3.MD2BP_HUMAN","MAD2L1BP","Q15013-3"
"6403",6403,"sp.Q96JQ0.PCD16_HUMAN","DCHS1","Q96JQ0"
"6404",6404,"sp.Q9H4E5.RHOJ_HUMAN","RHOJ","Q9H4E5"
"6405",6405,"sp.P84095.RHOG_HUMAN","RHOG","P84095"
"6406",6406,"sp.P63000.2.RAC1_HUMAN","RAC1","P63000-2"
"6407",6407,"tr.B1AH77.B1AH77_HUMAN","RAC2","B1AH77"
"6408",6408,"sp.P17081.RHOQ_HUMAN","RHOQ","P17081"
"6409",6409,"sp.P60953.1.CDC42_HUMAN","CDC42","P60953-1"
"6410",6410,"sp.P60953.CDC42_HUMAN","CDC42","P60953"
"6411",6411,"tr.J3QLK0.J3QLK0_HUMAN","RAC3","J3QLK0"
"6412",6412,"sp.Q9BYE7.PCGF6_HUMAN","PCGF6","Q9BYE7"
"6413",6413,"sp.P52655.TF2AA_HUMAN","GTF2A1","P52655"
"6414",6414,"sp.Q9Y6Q2.STON1_HUMAN","STON1","Q9Y6Q2"
"6415",6415,"sp.O15355.PPM1G_HUMAN","PPM1G","O15355"
"6416",6416,"sp.P49593.PPM1F_HUMAN","PPM1F","P49593"
"6417",6417,"sp.Q9GZX6.IL22_HUMAN","IL22","Q9GZX6"
"6418",6418,"sp.Q9HAC7.SUCHY_HUMAN","C7orf10","Q9HAC7"
"6419",6419,"sp.Q9BWP8.10.COL11_HUMAN","COLEC11","Q9BWP8-10"
"6420",6420,"sp.Q9UHL9.3.GT2D1_HUMAN","GTF2IRD1","Q9UHL9-3"
"6421",6421,"sp.Q8TB37.NUBPL_HUMAN","NUBPL","Q8TB37"
"6422",6422,"sp.Q13825.AUHM_HUMAN","AUH","Q13825"
"6423",6423,"sp.Q13042.CDC16_HUMAN","CDC16","Q13042"
"6424",6424,"sp.P52292.IMA1_HUMAN","KPNA2","P52292"
"6425",6425,"sp.P42285.SK2L2_HUMAN","SKIV2L2","P42285"
"6426",6426,"sp.P05186.PPBT_HUMAN","ALPL","P05186"
"6427",6427,"sp.Q14686.NCOA6_HUMAN","NCOA6","Q14686"
"6428",6428,"sp.Q75QN2.INT8_HUMAN","INTS8","Q75QN2"
"6429",6429,"sp.Q9Y697.NFS1_HUMAN","NFS1","Q9Y697"
"6430",6430,"sp.O14494.LPP1_HUMAN","PPAP2A","O14494"
"6431",6431,"sp.Q8TCU4.ALMS1_HUMAN","ALMS1","Q8TCU4"
"6432",6432,"sp.O75431.MTX2_HUMAN","MTX2","O75431"
"6433",6433,"sp.Q6P1R3.MSD2_HUMAN","MSANTD2","Q6P1R3"
"6434",6434,"sp.Q96PY6.6.NEK1_HUMAN","NEK1","Q96PY6-6"
"6435",6435,"sp.P10915.HPLN1_HUMAN","HAPLN1","P10915"
"6436",6436,"sp.Q96Q11.TRNT1_HUMAN","TRNT1","Q96Q11"
"6437",6437,"sp.Q96S86.HPLN3_HUMAN","HAPLN3","Q96S86"
"6438",6438,"sp.P08962.CD63_HUMAN","CD63","P08962"
"6439",6439,"sp.P48745.NOV_HUMAN","NOV","P48745"
"6440",6440,"sp.Q16678.CP1B1_HUMAN","CYP1B1","Q16678"
"6441",6441,"sp.O60343.2.TBCD4_HUMAN","TBC1D4","O60343-2"
"6442",6442,"sp.Q86TI0.TBCD1_HUMAN","TBC1D1","Q86TI0"
"6443",6443,"sp.Q9H668.STN1_HUMAN","OBFC1","Q9H668"
"6444",6444,"sp.P28070.PSB4_HUMAN","PSMB4","P28070"
"6445",6445,"sp.P21926.CD9_HUMAN","CD9","P21926"
"6446",6446,"sp.O14980.XPO1_HUMAN","XPO1","O14980"
"6447",6447,"sp.Q8IUX7.AEBP1_HUMAN","AEBP1","Q8IUX7"
"6448",6448,"sp.P23471.PTPRZ_HUMAN","PTPRZ1","P23471"
"6449",6449,"sp.Q9NXJ5.PGPI_HUMAN","PGPEP1","Q9NXJ5"
"6450",6450,"sp.Q16819.MEP1A_HUMAN","MEP1A","Q16819"
"6451",6451,"sp.Q96A65.EXOC4_HUMAN","EXOC4","Q96A65"
"6452",6452,"sp.Q12765.2.SCRN1_HUMAN","SCRN1","Q12765-2"
"6453",6453,"sp.P53355.3.DAPK1_HUMAN","DAPK1","P53355-3"
"6454",6454,"sp.O43293.DAPK3_HUMAN","DAPK3","O43293"
"6455",6455,"sp.Q9UIK4.2.DAPK2_HUMAN","DAPK2","Q9UIK4-2"
"6456",6456,"sp.P62081.RS7_HUMAN","RPS7","P62081"
"6457",6457,"sp.P78423.X3CL1_HUMAN","CX3CL1","P78423"
"6458",6458,"sp.Q6YP21.KAT3_HUMAN","CCBL2","Q6YP21"
"6459",6459,"sp.Q16773.KAT1_HUMAN","CCBL1","Q16773"
"6460",6460,"sp.Q5T2E6.CJ076_HUMAN","C10orf76","Q5T2E6"
"6461",6461,"sp.Q9Y646.CBPQ_HUMAN","CPQ","Q9Y646"
"6462",6462,"sp.Q9NYL4.FKB11_HUMAN","FKBP11","Q9NYL4"
"6463",6463,"sp.Q9BXT4.3.TDRD1_HUMAN","TDRD1","Q9BXT4-3"
"6464",6464,"sp.Q8N0W4.2.NLGNX_HUMAN","NLGN4X","Q8N0W4-2"
"6465",6465,"sp.Q8N2Q7.NLGN1_HUMAN","NLGN1","Q8N2Q7"
"6466",6466,"sp.Q8NFZ4.NLGN2_HUMAN","NLGN2","Q8NFZ4"
"6467",6467,"sp.P55017.2.S12A3_HUMAN","SLC12A3","P55017-2"
"6468",6468,"sp.Q6ZVD8.PHLP2_HUMAN","PHLPP2","Q6ZVD8"
"6469",6469,"sp.P82675.RT05_HUMAN","MRPS5","P82675"
"6470",6470,"sp.P37268.FDFT_HUMAN","FDFT1","P37268"
"6471",6471,"sp.P21980.TGM2_HUMAN","TGM2","P21980"
"6472",6472,"sp.O43548.TGM5_HUMAN","TGM5","O43548"
"6473",6473,"sp.Q99832.TCPH_HUMAN","CCT7","Q99832"
"6474",6474,"sp.Q9H0E9.2.BRD8_HUMAN","BRD8","Q9H0E9-2"
"6475",6475,"sp.Q5T011.SZT2_HUMAN","SZT2","Q5T011"
"6476",6476,"sp.P25205.MCM3_HUMAN","MCM3","P25205"
"6477",6477,"sp.O00567.NOP56_HUMAN","NOP56","O00567"
"6478",6478,"sp.Q9BXL7.CAR11_HUMAN","CARD11","Q9BXL7"
"6479",6479,"sp.Q9H257.CARD9_HUMAN","CARD9","Q9H257"
"6480",6480,"sp.Q9BSF8.BTBDA_HUMAN","BTBD10","Q9BSF8"
"6481",6481,"sp.Q6P4A8.PLBL1_HUMAN","PLBD1","Q6P4A8"
"6482",6482,"sp.Q8WV22.NSE1_HUMAN","NSMCE1","Q8WV22"
"6483",6483,"sp.P49023.3.PAXI_HUMAN","PXN","P49023-3"
"6484",6484,"sp.P49023.PAXI_HUMAN","PXN","P49023"
"6485",6485,"sp.P05230.FGF1_HUMAN","FGF1","P05230"
"6486",6486,"sp.P09038.FGF2_HUMAN","FGF2","P09038"
"6487",6487,"sp.Q9BTY2.FUCO2_HUMAN","FUCA2","Q9BTY2"
"6488",6488,"sp.Q9BQ70.TCF25_HUMAN","TCF25","Q9BQ70"
"6489",6489,"sp.Q92572.AP3S1_HUMAN","AP3S1","Q92572"
"6490",6490,"sp.P61923.COPZ1_HUMAN","COPZ1","P61923"
"6491",6491,"sp.Q9P2K8.E2AK4_HUMAN","EIF2AK4","Q9P2K8"
"6492",6492,"sp.Q9BVC6.TM109_HUMAN","TMEM109","Q9BVC6"
"6493",6493,"sp.Q7RTV2.GSTA5_HUMAN","GSTA5","Q7RTV2"
"6494",6494,"sp.P09210.GSTA2_HUMAN","GSTA2","P09210"
"6495",6495,"sp.Q14240.IF4A2_HUMAN","EIF4A2","Q14240"
"6496",6496,"sp.P60842.IF4A1_HUMAN","EIF4A1","P60842"
"6497",6497,"sp.Q9NUL7.DDX28_HUMAN","DDX28","Q9NUL7"
"6498",6498,"sp.P38919.IF4A3_HUMAN","EIF4A3","P38919"
"6499",6499,"sp.P09960.LKHA4_HUMAN","LTA4H","P09960"
"6500",6500,"tr.E9PGC0.E9PGC0_HUMAN","RASA1","E9PGC0"
"6501",6501,"sp.Q9HC16.ABC3G_HUMAN","APOBEC3G","Q9HC16"
"6502",6502,"sp.P31941.ABC3A_HUMAN","APOBEC3A","P31941"
"6503",6503,"tr.B0QYD3.B0QYD3_HUMAN","APOBEC3B","B0QYD3"
"6504",6504,"sp.Q9NRW3.ABC3C_HUMAN","APOBEC3C","Q9NRW3"
"6505",6505,"sp.Q96AK3.ABC3D_HUMAN","APOBEC3D","Q96AK3"
"6506",6506,"sp.Q8IUX4.ABC3F_HUMAN","APOBEC3F","Q8IUX4"
"6507",6507,"sp.Q3MIN7.2.RGL3_HUMAN","RGL3","Q3MIN7-2"
"6508",6508,"sp.Q9UGH3.S23A2_HUMAN","SLC23A2","Q9UGH3"
"6509",6509,"sp.Q9Y4K0.LOXL2_HUMAN","LOXL2","Q9Y4K0"
"6510",6510,"sp.Q8IZV5.RDH10_HUMAN","RDH10","Q8IZV5"
"6511",6511,"sp.Q9P2K2.TXD16_HUMAN","TXNDC16","Q9P2K2"
"6512",6512,"sp.Q6ZS30.NBEL1_HUMAN","NBEAL1","Q6ZS30"
"6513",6513,"sp.Q6ZVH7.ESPNL_HUMAN","ESPNL","Q6ZVH7"
"6514",6514,"sp.P11215.2.ITAM_HUMAN","ITGAM","P11215-2"
"6515",6515,"sp.P20702.ITAX_HUMAN","ITGAX","P20702"
"6516",6516,"sp.Q99758.ABCA3_HUMAN","ABCA3","Q99758"
"6517",6517,"sp.Q96J94.PIWL1_HUMAN","PIWIL1","Q96J94"
"6518",6518,"sp.P00387.3.NB5R3_HUMAN","CYB5R3","P00387-3"
"6519",6519,"sp.Q8NDD1.CA131_HUMAN","C1orf131","Q8NDD1"
"6520",6520,"sp.Q8NDD1.3.CA131_HUMAN","C1orf131","Q8NDD1-3"
"6521",6521,"sp.Q8TC92.ENOX1_HUMAN","ENOX1","Q8TC92"
"6522",6522,"sp.Q16206.ENOX2_HUMAN","ENOX2","Q16206"
"6523",6523,"sp.Q6V1P9.PCD23_HUMAN","DCHS2","Q6V1P9"
"6524",6524,"sp.P52657.T2AG_HUMAN","GTF2A2","P52657"
"6525",6525,"sp.P53634.CATC_HUMAN","CTSC","P53634"
"6526",6526,"sp.Q9Y263.PLAP_HUMAN","PLAA","Q9Y263"
"6527",6527,"sp.Q8TCN5.ZN507_HUMAN","ZNF507","Q8TCN5"
"6528",6528,"sp.Q15363.TMED2_HUMAN","TMED2","Q15363"
"6529",6529,"sp.P08133.ANXA6_HUMAN","ANXA6","P08133"
"6530",6530,"tr.A6NN80.A6NN80_HUMAN","ANXA6","A6NN80"
"6531",6531,"sp.Q8NFV4.ABHDB_HUMAN","ABHD11","Q8NFV4"
"6532",6532,"sp.Q4ADV7.RIC1_HUMAN","KIAA1432","Q4ADV7"
"6533",6533,"sp.Q7Z7L7.ZER1_HUMAN","ZER1","Q7Z7L7"
"6534",6534,"sp.Q8TDD5.MCLN3_HUMAN","MCOLN3","Q8TDD5"
"6535",6535,"sp.Q5SRE5.NU188_HUMAN","NUP188","Q5SRE5"
"6536",6536,"sp.Q8IWF2.FXRD2_HUMAN","FOXRED2","Q8IWF2"
"6537",6537,"sp.Q07960.RHG01_HUMAN","ARHGAP1","Q07960"
"6538",6538,"sp.P60900.PSA6_HUMAN","PSMA6","P60900"
"6539",6539,"sp.Q9BUL8.PDC10_HUMAN","PDCD10","Q9BUL8"
"6540",6540,"sp.Q14157.5.UBP2L_HUMAN","UBAP2L","Q14157-5"
"6541",6541,"sp.Q14157.4.UBP2L_HUMAN","UBAP2L","Q14157-4"
"6542",6542,"sp.O75094.SLIT3_HUMAN","SLIT3","O75094"
"6543",6543,"sp.O94813.SLIT2_HUMAN","SLIT2","O94813"
"6544",6544,"sp.O75093.SLIT1_HUMAN","SLIT1","O75093"
"6545",6545,"sp.P57678.GEMI4_HUMAN","GEMIN4","P57678"
"6546",6546,"sp.Q9NY93.DDX56_HUMAN","DDX56","Q9NY93"
"6547",6547,"sp.O60869.EDF1_HUMAN","EDF1","O60869"
"6548",6548,"sp.P78524.ST5_HUMAN","ST5","P78524"
"6549",6549,"sp.Q9H6A0.DEN2D_HUMAN","DENND2D","Q9H6A0"
"6550",6550,"sp.Q9ULE3.DEN2A_HUMAN","DENND2A","Q9ULE3"
"6551",6551,"sp.Q02878.RL6_HUMAN","RPL6","Q02878"
"6552",6552,"sp.Q16549.PCSK7_HUMAN","PCSK7","Q16549"
"6553",6553,"sp.Q6PIY7.GLD2_HUMAN","PAPD4","Q6PIY7"
"6554",6554,"sp.P10451.OSTP_HUMAN","SPP1","P10451"
"6555",6555,"sp.Q9NYZ3.GTSE1_HUMAN","GTSE1","Q9NYZ3"
"6556",6556,"sp.Q9UHX1.PUF60_HUMAN","PUF60","Q9UHX1"
"6557",6557,"sp.Q9UHX1.2.PUF60_HUMAN","PUF60","Q9UHX1-2"
"6558",6558,"sp.O95628.10.CNOT4_HUMAN","CNOT4","O95628-10"
"6559",6559,"sp.Q13257.MD2L1_HUMAN","MAD2L1","Q13257"
"6560",6560,"sp.Q92520.FAM3C_HUMAN","FAM3C","Q92520"
"6561",6561,"sp.Q9HB96.FANCE_HUMAN","FANCE","Q9HB96"
"6562",6562,"sp.P02724.GLPA_HUMAN","GYPA","P02724"
"6563",6563,"sp.Q9HAS0.NJMU_HUMAN","C17orf75","Q9HAS0"
"6564",6564,"sp.O15228.GNPAT_HUMAN","GNPAT","O15228"
"6565",6565,"sp.P33981.TTK_HUMAN","TTK","P33981"
"6566",6566,"sp.Q8TCD1.CR032_HUMAN","C18orf32","Q8TCD1"
"6567",6567,"sp.Q93075.TATD2_HUMAN","TATDN2","Q93075"
"6568",6568,"sp.O00411.RPOM_HUMAN","POLRMT","O00411"
"6569",6569,"sp.Q92851.4.CASPA_HUMAN","CASP10","Q92851-4"
"6570",6570,"sp.O43242.PSMD3_HUMAN","PSMD3","O43242"
"6571",6571,"sp.Q99614.TTC1_HUMAN","TTC1","Q99614"
"6572",6572,"sp.Q9BT78.CSN4_HUMAN","COPS4","Q9BT78"
"6573",6573,"sp.P54252.2.ATX3_HUMAN","ATXN3","P54252-2"
"6574",6574,"sp.P02679.FIBG_HUMAN","FGG","P02679"
"6575",6575,"sp.P08567.PLEK_HUMAN","PLEK","P08567"
"6576",6576,"sp.Q9C0J8.WDR33_HUMAN","WDR33","Q9C0J8"
"6577",6577,"sp.Q86X27.RGPS2_HUMAN","RALGPS2","Q86X27"
"6578",6578,"sp.O75964.ATP5L_HUMAN","ATP5L","O75964"
"6579",6579,"sp.O15079.2.SNPH_HUMAN","SNPH","O15079-2"
"6580",6580,"sp.Q9NX95.SYBU_HUMAN","SYBU","Q9NX95"
"6581",6581,"sp.Q15910.2.EZH2_HUMAN","EZH2","Q15910-2"
"6582",6582,"sp.Q92800.2.EZH1_HUMAN","EZH1","Q92800-2"
"6583",6583,"sp.Q9Y375.CIA30_HUMAN","NDUFAF1","Q9Y375"
"6584",6584,"sp.P08311.CATG_HUMAN","CTSG","P08311"
"6585",6585,"sp.P50402.EMD_HUMAN","EMD","P50402"
"6586",6586,"sp.P25106.ACKR3_HUMAN","ACKR3","P25106"
"6587",6587,"sp.Q05084.ICA69_HUMAN","ICA1","Q05084"
"6588",6588,"sp.Q6PJT7.9.ZC3HE_HUMAN","ZC3H14","Q6PJT7-9"
"6589",6589,"sp.Q6PJT7.5.ZC3HE_HUMAN","ZC3H14","Q6PJT7-5"
"6590",6590,"sp.Q6PJT7.4.ZC3HE_HUMAN","ZC3H14","Q6PJT7-4"
"6591",6591,"sp.P41091.IF2G_HUMAN","EIF2S3","P41091"
"6592",6592,"tr.F5H3X9.F5H3X9_HUMAN","PPP2R1A","F5H3X9"
"6593",6593,"sp.P30154.2AAB_HUMAN","PPP2R1B","P30154"
"6594",6594,"sp.Q53R41.FAKD1_HUMAN","FASTKD1","Q53R41"
"6595",6595,"sp.Q8N5D0.WDTC1_HUMAN","WDTC1","Q8N5D0"
"6596",6596,"sp.Q9H4K7.MTG2_HUMAN","MTG2","Q9H4K7"
"6597",6597,"sp.P49754.VPS41_HUMAN","VPS41","P49754"
"6598",6598,"sp.P19835.CEL_HUMAN","CEL","P19835"
"6599",6599,"sp.Q9NP61.ARFG3_HUMAN","ARFGAP3","Q9NP61"
"6600",6600,"tr.H0Y6A0.H0Y6A0_HUMAN","ARFGAP3","H0Y6A0"
"6601",6601,"sp.Q8N684.3.CPSF7_HUMAN","CPSF7","Q8N684-3"
"6602",6602,"sp.Q12996.CSTF3_HUMAN","CSTF3","Q12996"
"6603",6603,"sp.Q5KU26.COL12_HUMAN","COLEC12","Q5KU26"
"6604",6604,"sp.Q14181.DPOA2_HUMAN","POLA2","Q14181"
"6605",6605,"sp.P42336.PK3CA_HUMAN","PIK3CA","P42336"
"6606",6606,"sp.Q9H2J4.PDCL3_HUMAN","PDCL3","Q9H2J4"
"6607",6607,"sp.Q8IZW8.TENS4_HUMAN","TNS4","Q8IZW8"
"6608",6608,"sp.Q9H1X3.DJC25_HUMAN","DNAJC25","Q9H1X3"
"6609",6609,"sp.P50151.GBG10_HUMAN","GNG10","P50151"
"6610",6610,"sp.Q9UJ41.RABX5_HUMAN","RABGEF1","Q9UJ41"
"6611",6611,"sp.Q9H336.CRLD1_HUMAN","CRISPLD1","Q9H336"
"6612",6612,"sp.Q96N64.PWP2A_HUMAN","PWWP2A","Q96N64"
"6613",6613,"sp.P35249.RFC4_HUMAN","RFC4","P35249"
"6614",6614,"sp.P83731.RL24_HUMAN","RPL24","P83731"
"6615",6615,"sp.O43657.TSN6_HUMAN","TSPAN6","O43657"
"6616",6616,"sp.Q504Q3.2.PAN2_HUMAN","PAN2","Q504Q3-2"
"6617",6617,"sp.P23142.FBLN1_HUMAN","FBLN1","P23142"
"6618",6618,"tr.B1AHL2.B1AHL2_HUMAN","FBLN1","B1AHL2"
"6619",6619,"sp.Q5SYB0.FRPD1_HUMAN","FRMPD1","Q5SYB0"
"6620",6620,"sp.Q13642.FHL1_HUMAN","FHL1","Q13642"
"6621",6621,"sp.Q13642.4.FHL1_HUMAN","FHL1","Q13642-4"
"6622",6622,"sp.Q5RL73.RBM48_HUMAN","RBM48","Q5RL73"
"6623",6623,"sp.Q99598.TSNAX_HUMAN","TSNAX","Q99598"
"6624",6624,"sp.Q8TAA3.PSA7L_HUMAN","PSMA8","Q8TAA3"
"6625",6625,"sp.O14818.PSA7_HUMAN","PSMA7","O14818"
"6626",6626,"sp.Q8IZF0.NALCN_HUMAN","NALCN","Q8IZF0"
"6627",6627,"sp.Q96PZ0.PUS7_HUMAN","PUS7","Q96PZ0"
"6628",6628,"sp.Q9BUB7.TMM70_HUMAN","TMEM70","Q9BUB7"
"6629",6629,"sp.Q9NQZ2.SAS10_HUMAN","UTP3","Q9NQZ2"
"6630",6630,"sp.Q13838.2.DX39B_HUMAN","DDX39B","Q13838-2"
"6631",6631,"sp.O00148.DX39A_HUMAN","DDX39A","O00148"
"6632",6632,"sp.Q9Y5Z0.BACE2_HUMAN","BACE2","Q9Y5Z0"
"6633",6633,"sp.Q6ZW49.PAXI1_HUMAN","PAXIP1","Q6ZW49"
"6634",6634,"sp.O96001.PPR17_HUMAN","PPP1R17","O96001"
"6635",6635,"sp.Q13112.CAF1B_HUMAN","CHAF1B","Q13112"
"6636",6636,"sp.P62487.RPB7_HUMAN","POLR2G","P62487"
"6637",6637,"sp.Q9BUL9.RPP25_HUMAN","RPP25","Q9BUL9"
"6638",6638,"sp.Q9Y5M8.SRPRB_HUMAN","SRPRB","Q9Y5M8"
"6639",6639,"sp.Q08426.ECHP_HUMAN","EHHADH","Q08426"
"6640",6640,"sp.O43482.MS18B_HUMAN","OIP5","O43482"
"6641",6641,"sp.O14495.LPP3_HUMAN","PPAP2B","O14495"
"6642",6642,"sp.Q96KA5.CLP1L_HUMAN","CLPTM1L","Q96KA5"
"6643",6643,"sp.P49815.TSC2_HUMAN","TSC2","P49815"
"6644",6644,"sp.O43324.MCA3_HUMAN","EEF1E1","O43324"
"6645",6645,"sp.P15313.VATB1_HUMAN","ATP6V1B1","P15313"
"6646",6646,"sp.P21281.VATB2_HUMAN","ATP6V1B2","P21281"
"6647",6647,"sp.Q6PHR2.ULK3_HUMAN","ULK3","Q6PHR2"
"6648",6648,"sp.O15231.8.ZN185_HUMAN","ZNF185","O15231-8"
"6649",6649,"sp.O15231.3.ZN185_HUMAN","ZNF185","O15231-3"
"6650",6650,"sp.P04179.SODM_HUMAN","SOD2","P04179"
"6651",6651,"sp.Q9Y5Q8.TF3C5_HUMAN","GTF3C5","Q9Y5Q8"
"6652",6652,"sp.O00232.PSD12_HUMAN","PSMD12","O00232"
"6653",6653,"sp.Q96CQ1.S2536_HUMAN","SLC25A36","Q96CQ1"
"6654",6654,"sp.Q9BSK2.S2533_HUMAN","SLC25A33","Q9BSK2"
"6655",6655,"sp.Q9NQ11.AT132_HUMAN","ATP13A2","Q9NQ11"
"6656",6656,"sp.P40938.RFC3_HUMAN","RFC3","P40938"
"6657",6657,"sp.P21964.COMT_HUMAN","COMT","P21964"
"6658",6658,"sp.Q9BTX7.TTPAL_HUMAN","TTPAL","Q9BTX7"
"6659",6659,"sp.P28074.PSB5_HUMAN","PSMB5","P28074"
"6660",6660,"sp.Q9UPT9.UBP22_HUMAN","USP22","Q9UPT9"
"6661",6661,"sp.O94855.2.SC24D_HUMAN","SEC24D","O94855-2"
"6662",6662,"sp.P31327.3.CPSM_HUMAN","CPS1","P31327-3"
"6663",6663,"sp.Q63HN8.4.RN213_HUMAN","RNF213","Q63HN8-4"
"6664",6664,"sp.P27708.PYR1_HUMAN","CAD","P27708"
"6665",6665,"sp.P53992.SC24C_HUMAN","SEC24C","P53992"
"6666",6666,"sp.Q63HN8.5.RN213_HUMAN","RNF213","Q63HN8-5"
"6667",6667,"sp.A6NNY8.UBP27_HUMAN","USP27X","A6NNY8"
"6668",6668,"sp.Q70EK9.UBP51_HUMAN","USP51","Q70EK9"
"6669",6669,"sp.Q15018.F175B_HUMAN","FAM175B","Q15018"
"6670",6670,"sp.Q96J84.2.KIRR1_HUMAN","KIRREL","Q96J84-2"
"6671",6671,"sp.Q9P2I0.CPSF2_HUMAN","CPSF2","Q9P2I0"
"6672",6672,"sp.Q96C34.RUND1_HUMAN","RUNDC1","Q96C34"
